year,countries,region,category,score
2010,Mauritania,Sub-Saharan Africa,hf_score,5.87
2010,Mauritius,Sub-Saharan Africa,hf_score,8.23
2010,Mexico,Latin America & the Caribbean,hf_score,6.92
2010,Moldova,Eastern Europe,hf_score,7.19
2010,Mongolia,East Asia,hf_score,7.85
2010,Montenegro,Eastern Europe,hf_score,8.11
2010,Morocco,Middle East & North Africa,hf_score,6.07
2010,Mozambique,Sub-Saharan Africa,hf_score,6.33
2010,Myanmar,South Asia,hf_score,4.07
2010,Namibia,Sub-Saharan Africa,hf_score,7.44
2010,Nepal,South Asia,hf_score,6.95
2010,Netherlands,Western Europe,hf_score,8.69
2010,New Zealand,Oceania,hf_score,9.05
2010,Nicaragua,Latin America & the Caribbean,hf_score,7.38
2010,Niger,Sub-Saharan Africa,hf_score,6.19
2010,Nigeria,Sub-Saharan Africa,hf_score,6.15
2010,North Macedonia,Eastern Europe,hf_score,7.83
2010,Norway,Western Europe,hf_score,8.79
2010,Oman,Middle East & North Africa,hf_score,5.93
2010,Pakistan,South Asia,hf_score,5.52
2010,Panama,Latin America & the Caribbean,hf_score,8.02
2010,Papua New Guinea,Oceania,hf_score,7.71
2010,Paraguay,Latin America & the Caribbean,hf_score,7.58
2010,Peru,Latin America & the Caribbean,hf_score,7.7
2010,Philippines,South Asia,hf_score,7.15
2010,Poland,Eastern Europe,hf_score,8.3
2010,Portugal,Western Europe,hf_score,8.49
2010,Qatar,Middle East & North Africa,hf_score,6.03
2010,Romania,Eastern Europe,hf_score,8.17
2010,Russia,Eastern Europe,hf_score,6.06
2010,Rwanda,Sub-Saharan Africa,hf_score,6.21
2010,Saudi Arabia,Middle East & North Africa,hf_score,4.84
2010,Senegal,Sub-Saharan Africa,hf_score,6.65
2010,Serbia,Eastern Europe,hf_score,7.44
2010,Sierra Leone,Sub-Saharan Africa,hf_score,6.8
2010,Singapore,South Asia,hf_score,7.96
2010,Slovak Republic,Eastern Europe,hf_score,8.46
2010,Slovenia,Eastern Europe,hf_score,8.34
2010,South Africa,Sub-Saharan Africa,hf_score,7.41
2010,Spain,Western Europe,hf_score,8.55
2010,Sri Lanka,South Asia,hf_score,5.99
2010,Suriname,Latin America & the Caribbean,hf_score,7.7
2010,Sweden,Western Europe,hf_score,8.92
2010,Switzerland,Western Europe,hf_score,9.15
2010,Syria,Middle East & North Africa,hf_score,4.6
2010,Taiwan,East Asia,hf_score,8.49
2010,Tajikistan,Caucasus & Central Asia,hf_score,5.63
2010,Tanzania,Sub-Saharan Africa,hf_score,6.82
2010,Thailand,South Asia,hf_score,6.95
2010,Timor-Leste,South Asia,hf_score,7.22
2010,Togo,Sub-Saharan Africa,hf_score,5.93
2010,Trinidad and Tobago,Latin America & the Caribbean,hf_score,7.47
2010,Tunisia,Middle East & North Africa,hf_score,5.06
2010,Turkey,Middle East & North Africa,hf_score,7.06
2010,Uganda,Sub-Saharan Africa,hf_score,6.38
2010,Ukraine,Eastern Europe,hf_score,7.02
2010,United Arab Emirates,Middle East & North Africa,hf_score,6.24
2010,United Kingdom,Western Europe,hf_score,8.87
2010,United States of America,North America,hf_score,8.81
2010,Uruguay,Latin America & the Caribbean,hf_score,8.5
2010,Venezuela,Latin America & the Caribbean,hf_score,5.12
2010,Vietnam,South Asia,hf_score,5.78
2010,Yemen,Middle East & North Africa,hf_score,5.44
2010,Zambia,Sub-Saharan Africa,hf_score,7.24
2010,Zimbabwe,Sub-Saharan Africa,hf_score,5.4
2009,Albania,Eastern Europe,hf_score,7.93
2009,Algeria,Middle East & North Africa,hf_score,5.15
2009,Angola,Sub-Saharan Africa,hf_score,5.63
2009,Argentina,Latin America & the Caribbean,hf_score,7.53
2009,Armenia,Caucasus & Central Asia,hf_score,7.31
2009,Australia,Oceania,hf_score,8.93
2009,Austria,Western Europe,hf_score,8.7
2009,Azerbaijan,Caucasus & Central Asia,hf_score,5.76
2009,Bahamas,Latin America & the Caribbean,hf_score,8.19
2009,Bahrain,Middle East & North Africa,hf_score,6.43
2009,Bangladesh,South Asia,hf_score,6.18
2009,Barbados,Latin America & the Caribbean,hf_score,7.81
2009,Belgium,Western Europe,hf_score,8.55
2009,Belize,Latin America & the Caribbean,hf_score,7.86
2009,Benin,Sub-Saharan Africa,hf_score,6.94
2009,Bolivia,Latin America & the Caribbean,hf_score,7.41
2009,Bosnia and Herz.,Eastern Europe,hf_score,7.53
2009,Botswana,Sub-Saharan Africa,hf_score,7.42
2009,Brazil,Latin America & the Caribbean,hf_score,7.66
2009,Bulgaria,Eastern Europe,hf_score,8.09
2009,Burkina Faso,Sub-Saharan Africa,hf_score,7.07
2009,Burundi,Sub-Saharan Africa,hf_score,5.75
2009,Cameroon,Sub-Saharan Africa,hf_score,6.12
2009,Canada,North America,hf_score,8.88
2009,Central African Rep.,Sub-Saharan Africa,hf_score,5.63
2009,Chad,Sub-Saharan Africa,hf_score,5.46
2009,Chile,Latin America & the Caribbean,hf_score,8.61
2009,China,East Asia,hf_score,5.4
2009,Colombia,Latin America & the Caribbean,hf_score,6.72
2009,Dem. Rep. Congo,Sub-Saharan Africa,hf_score,5.31
2009,Congo,Sub-Saharan Africa,hf_score,5.21
2009,Costa Rica,Latin America & the Caribbean,hf_score,8.24
2009,Côte d'Ivoire,Sub-Saharan Africa,hf_score,6.2
2009,Croatia,Eastern Europe,hf_score,7.73
2009,Cyprus,Eastern Europe,hf_score,8.19
2009,Czechia,Eastern Europe,hf_score,8.54
2009,Denmark,Western Europe,hf_score,8.95
2009,Dominican Republic,Latin America & the Caribbean,hf_score,7.45
2009,Ecuador,Latin America & the Caribbean,hf_score,6.98
2009,Egypt,Middle East & North Africa,hf_score,5.29
2009,El Salvador,Latin America & the Caribbean,hf_score,7.5
2009,Estonia,Eastern Europe,hf_score,8.74
2009,Ethiopia,Sub-Saharan Africa,hf_score,5.29
2009,Fiji,Oceania,hf_score,6.67
2009,Finland,Western Europe,hf_score,8.91
2009,France,Western Europe,hf_score,8.54
2009,Gabon,Sub-Saharan Africa,hf_score,6.39
2009,Georgia,Caucasus & Central Asia,hf_score,7.27
2009,Germany,Western Europe,hf_score,8.64
2009,Ghana,Sub-Saharan Africa,hf_score,7.73
2009,Greece,Eastern Europe,hf_score,7.97
2009,Guatemala,Latin America & the Caribbean,hf_score,7.37
2009,Guinea-Bissau,Sub-Saharan Africa,hf_score,6.14
2009,Guyana,Latin America & the Caribbean,hf_score,7.23
2009,Haiti,Latin America & the Caribbean,hf_score,7.2
2009,Honduras,Latin America & the Caribbean,hf_score,6.93
2009,"Hong Kong SAR, China",East Asia,hf_score,8.98
2009,Hungary,Eastern Europe,hf_score,8.47
2009,Iceland,Western Europe,hf_score,8.47
2009,India,South Asia,hf_score,6.86
2009,Indonesia,South Asia,hf_score,7.13
2009,Iran,Middle East & North Africa,hf_score,4.72
2009,Ireland,Western Europe,hf_score,8.78
2009,Israel,Middle East & North Africa,hf_score,7.5
2009,Italy,Western Europe,hf_score,8.33
2009,Jamaica,Latin America & the Caribbean,hf_score,7.62
2009,Japan,East Asia,hf_score,8.63
2009,Jordan,Middle East & North Africa,hf_score,6.72
2009,Kazakhstan,Caucasus & Central Asia,hf_score,6.52
2009,Kenya,Sub-Saharan Africa,hf_score,6.87
2009,South Korea,East Asia,hf_score,8.2
2009,Kuwait,Middle East & North Africa,hf_score,6.44
2009,Kyrgyzstan,Caucasus & Central Asia,hf_score,6.28
2009,Latvia,Eastern Europe,hf_score,8.46
2009,Lesotho,Sub-Saharan Africa,hf_score,6.58
2009,Lithuania,Eastern Europe,hf_score,8.32
2009,Luxembourg,Western Europe,hf_score,8.74
2009,Madagascar,Sub-Saharan Africa,hf_score,6.39
2009,Malawi,Sub-Saharan Africa,hf_score,7.03
2009,Malaysia,South Asia,hf_score,6.31
2009,Mali,Sub-Saharan Africa,hf_score,6.47
2009,Malta,Western Europe,hf_score,8.6
2009,Mauritania,Sub-Saharan Africa,hf_score,5.92
2009,Mauritius,Sub-Saharan Africa,hf_score,8.16
2009,Mexico,Latin America & the Caribbean,hf_score,6.95
2009,Moldova,Eastern Europe,hf_score,6.77
2009,Mongolia,East Asia,hf_score,7.82
2009,Montenegro,Eastern Europe,hf_score,7.95
2009,Morocco,Middle East & North Africa,hf_score,6.03
2009,Mozambique,Sub-Saharan Africa,hf_score,6.36
2009,Myanmar,South Asia,hf_score,3.88
2009,Namibia,Sub-Saharan Africa,hf_score,7.34
2009,Nepal,South Asia,hf_score,6.85
2009,Netherlands,Western Europe,hf_score,8.69
2009,New Zealand,Oceania,hf_score,9.04
2009,Nicaragua,Latin America & the Caribbean,hf_score,7.34
2009,Niger,Sub-Saharan Africa,hf_score,5.98
2009,Nigeria,Sub-Saharan Africa,hf_score,6.07
2009,North Macedonia,Eastern Europe,hf_score,7.84
2009,Norway,Western Europe,hf_score,8.79
2009,Oman,Middle East & North Africa,hf_score,5.96
2009,Pakistan,South Asia,hf_score,5.49
2009,Panama,Latin America & the Caribbean,hf_score,8.01
2009,Papua New Guinea,Oceania,hf_score,7.68
2009,Paraguay,Latin America & the Caribbean,hf_score,7.41
2009,Peru,Latin America & the Caribbean,hf_score,7.61
2009,Philippines,South Asia,hf_score,6.91
2009,Poland,Eastern Europe,hf_score,8.3
2009,Portugal,Western Europe,hf_score,8.47
2009,Romania,Eastern Europe,hf_score,8.18
2009,Russia,Eastern Europe,hf_score,6
2009,Rwanda,Sub-Saharan Africa,hf_score,6.18
2009,Senegal,Sub-Saharan Africa,hf_score,6.71
2009,Serbia,Eastern Europe,hf_score,7.41
2009,Sierra Leone,Sub-Saharan Africa,hf_score,6.76
2009,Singapore,South Asia,hf_score,7.96
2009,Slovak Republic,Eastern Europe,hf_score,8.43
2009,Slovenia,Eastern Europe,hf_score,8.38
2009,South Africa,Sub-Saharan Africa,hf_score,7.29
2009,Spain,Western Europe,hf_score,8.47
2009,Sri Lanka,South Asia,hf_score,5.53
2009,Sweden,Western Europe,hf_score,8.85
2009,Switzerland,Western Europe,hf_score,9.15
2009,Syria,Middle East & North Africa,hf_score,4.7
2009,Taiwan,East Asia,hf_score,8.4
2009,Tanzania,Sub-Saharan Africa,hf_score,6.67
2009,Thailand,South Asia,hf_score,6.99
2009,Togo,Sub-Saharan Africa,hf_score,5.89
2009,Trinidad and Tobago,Latin America & the Caribbean,hf_score,7.46
2009,Tunisia,Middle East & North Africa,hf_score,5.16
2009,Turkey,Middle East & North Africa,hf_score,7.1
2009,Uganda,Sub-Saharan Africa,hf_score,6.39
2009,Ukraine,Eastern Europe,hf_score,7.11
2009,United Arab Emirates,Middle East & North Africa,hf_score,6.13
2009,United Kingdom,Western Europe,hf_score,8.87
2009,United States of America,North America,hf_score,8.76
2009,Uruguay,Latin America & the Caribbean,hf_score,8.42
2009,Venezuela,Latin America & the Caribbean,hf_score,5.15
2009,Vietnam,South Asia,hf_score,5.79
2009,Zambia,Sub-Saharan Africa,hf_score,7.12
2009,Zimbabwe,Sub-Saharan Africa,hf_score,5.17
2008,Albania,Eastern Europe,hf_score,7.94
2008,Algeria,Middle East & North Africa,hf_score,5.26
2008,Angola,Sub-Saharan Africa,hf_score,5.31
2008,Argentina,Latin America & the Caribbean,hf_score,7.61
2008,Armenia,Caucasus & Central Asia,hf_score,7.41
2008,Australia,Oceania,hf_score,8.87
2008,Austria,Western Europe,hf_score,8.7
2008,Azerbaijan,Caucasus & Central Asia,hf_score,5.79
2008,Bahamas,Latin America & the Caribbean,hf_score,8.27
2008,Bahrain,Middle East & North Africa,hf_score,6.53
2008,Bangladesh,South Asia,hf_score,6.05
2008,Barbados,Latin America & the Caribbean,hf_score,7.59
2008,Belgium,Western Europe,hf_score,8.55
2008,Belize,Latin America & the Caribbean,hf_score,7.95
2008,Benin,Sub-Saharan Africa,hf_score,6.96
2008,Bolivia,Latin America & the Caribbean,hf_score,7.31
2008,Bosnia and Herz.,Eastern Europe,hf_score,7.57
2008,Botswana,Sub-Saharan Africa,hf_score,7.48
2008,Brazil,Latin America & the Caribbean,hf_score,7.65
2008,Bulgaria,Eastern Europe,hf_score,8.05
2008,Burkina Faso,Sub-Saharan Africa,hf_score,7
2008,Burundi,Sub-Saharan Africa,hf_score,5.49
2008,Cameroon,Sub-Saharan Africa,hf_score,6.07
2008,Canada,North America,hf_score,8.88
2008,Central African Rep.,Sub-Saharan Africa,hf_score,5.75
2008,Chad,Sub-Saharan Africa,hf_score,5.44
2008,Chile,Latin America & the Caribbean,hf_score,8.64
2008,China,East Asia,hf_score,5.43
2008,Colombia,Latin America & the Caribbean,hf_score,6.66
2008,Dem. Rep. Congo,Sub-Saharan Africa,hf_score,5.35
2008,Congo,Sub-Saharan Africa,hf_score,5.36
2008,Costa Rica,Latin America & the Caribbean,hf_score,8.16
2008,Côte d'Ivoire,Sub-Saharan Africa,hf_score,6.22
2008,Croatia,Eastern Europe,hf_score,7.74
2008,Cyprus,Eastern Europe,hf_score,8.22
2008,Czechia,Eastern Europe,hf_score,8.55
2008,Denmark,Western Europe,hf_score,8.99
2008,Dominican Republic,Latin America & the Caribbean,hf_score,7.24
2008,Ecuador,Latin America & the Caribbean,hf_score,7.18
2008,Egypt,Middle East & North Africa,hf_score,5.44
2008,El Salvador,Latin America & the Caribbean,hf_score,7.65
2008,Estonia,Eastern Europe,hf_score,8.71
2008,Ethiopia,Sub-Saharan Africa,hf_score,5.09
2008,Fiji,Oceania,hf_score,6.81
2008,Finland,Western Europe,hf_score,8.91
2008,France,Western Europe,hf_score,8.62
2008,Gabon,Sub-Saharan Africa,hf_score,6.33
2008,Georgia,Caucasus & Central Asia,hf_score,7.44
2008,Germany,Western Europe,hf_score,8.61
2008,Ghana,Sub-Saharan Africa,hf_score,7.71
2008,Greece,Eastern Europe,hf_score,8.03
2008,Guatemala,Latin America & the Caribbean,hf_score,7.37
2008,Guinea-Bissau,Sub-Saharan Africa,hf_score,6.08
2008,Guyana,Latin America & the Caribbean,hf_score,7.13
2008,Haiti,Latin America & the Caribbean,hf_score,7.35
2008,Honduras,Latin America & the Caribbean,hf_score,7.34
2008,"Hong Kong SAR, China",East Asia,hf_score,8.93
2008,Hungary,Eastern Europe,hf_score,8.44
2008,Iceland,Western Europe,hf_score,8.62
2008,India,South Asia,hf_score,6.85
2008,Indonesia,South Asia,hf_score,7.11
2008,Iran,Middle East & North Africa,hf_score,4.91
2008,Ireland,Western Europe,hf_score,8.85
2008,Israel,Middle East & North Africa,hf_score,7.31
2008,Italy,Western Europe,hf_score,8.36
2008,Jamaica,Latin America & the Caribbean,hf_score,7.57
2008,Japan,East Asia,hf_score,8.6
2008,Jordan,Middle East & North Africa,hf_score,6.69
2008,Kazakhstan,Caucasus & Central Asia,hf_score,6.5
2008,Kenya,Sub-Saharan Africa,hf_score,6.86
2008,South Korea,East Asia,hf_score,8.22
2008,Kuwait,Middle East & North Africa,hf_score,6.47
2008,Kyrgyzstan,Caucasus & Central Asia,hf_score,6.59
2008,Latvia,Eastern Europe,hf_score,8.52
2008,Lesotho,Sub-Saharan Africa,hf_score,6.59
2008,Lithuania,Eastern Europe,hf_score,8.35
2008,Luxembourg,Western Europe,hf_score,8.76
2008,Madagascar,Sub-Saharan Africa,hf_score,7.06
2008,Malawi,Sub-Saharan Africa,hf_score,6.95
2008,Malaysia,South Asia,hf_score,6.34
2008,Mali,Sub-Saharan Africa,hf_score,6.42
2008,Malta,Western Europe,hf_score,8.55
2008,Mauritania,Sub-Saharan Africa,hf_score,5.85
2008,Mauritius,Sub-Saharan Africa,hf_score,8.24
2008,Mexico,Latin America & the Caribbean,hf_score,7.18
2008,Moldova,Eastern Europe,hf_score,6.91
2008,Mongolia,East Asia,hf_score,7.66
2008,Montenegro,Eastern Europe,hf_score,7.65
2008,Morocco,Middle East & North Africa,hf_score,6
2008,Mozambique,Sub-Saharan Africa,hf_score,6.37
2008,Myanmar,South Asia,hf_score,3.75
2008,Namibia,Sub-Saharan Africa,hf_score,7.48
2008,Nepal,South Asia,hf_score,6.82
2008,Netherlands,Western Europe,hf_score,8.75
2008,New Zealand,Oceania,hf_score,9.09
2008,Nicaragua,Latin America & the Caribbean,hf_score,7.4
2008,Niger,Sub-Saharan Africa,hf_score,6.19
2008,Nigeria,Sub-Saharan Africa,hf_score,6.34
2008,North Macedonia,Eastern Europe,hf_score,7.81
2008,Norway,Western Europe,hf_score,8.82
2008,Oman,Middle East & North Africa,hf_score,5.98
2008,Pakistan,South Asia,hf_score,5.49
2008,Panama,Latin America & the Caribbean,hf_score,8.01
2008,Papua New Guinea,Oceania,hf_score,7.66
2008,Paraguay,Latin America & the Caribbean,hf_score,7.39
2008,Peru,Latin America & the Caribbean,hf_score,7.6
2008,Philippines,South Asia,hf_score,7.16
2008,Poland,Eastern Europe,hf_score,8.25
2008,Portugal,Western Europe,hf_score,8.57
2008,Romania,Eastern Europe,hf_score,8.19
2008,Russia,Eastern Europe,hf_score,6.14
2008,Rwanda,Sub-Saharan Africa,hf_score,6.24
2008,Senegal,Sub-Saharan Africa,hf_score,6.64
2008,Serbia,Eastern Europe,hf_score,7.41
2008,Sierra Leone,Sub-Saharan Africa,hf_score,6.6
2008,Singapore,South Asia,hf_score,7.96
2008,Slovak Republic,Eastern Europe,hf_score,8.5
2008,Slovenia,Eastern Europe,hf_score,8.36
2008,South Africa,Sub-Saharan Africa,hf_score,7.33
2008,Spain,Western Europe,hf_score,8.61
2008,Sri Lanka,South Asia,hf_score,5.5
2008,Sweden,Western Europe,hf_score,8.84
2008,Switzerland,Western Europe,hf_score,9.15
2008,Syria,Middle East & North Africa,hf_score,4.63
2008,Taiwan,East Asia,hf_score,8.41
2008,Tanzania,Sub-Saharan Africa,hf_score,6.59
2008,Thailand,South Asia,hf_score,7.05
2008,Togo,Sub-Saharan Africa,hf_score,5.93
2008,Trinidad and Tobago,Latin America & the Caribbean,hf_score,7.48
2008,Tunisia,Middle East & North Africa,hf_score,5.19
2008,Turkey,Middle East & North Africa,hf_score,7.01
2008,Uganda,Sub-Saharan Africa,hf_score,6.49
2008,Ukraine,Eastern Europe,hf_score,7.08
2008,United Arab Emirates,Middle East & North Africa,hf_score,6.19
2008,United Kingdom,Western Europe,hf_score,8.91
2008,United States of America,North America,hf_score,8.87
2008,Uruguay,Latin America & the Caribbean,hf_score,8.42
2008,Venezuela,Latin America & the Caribbean,hf_score,5.27
2008,Vietnam,South Asia,hf_score,5.71
2008,Zambia,Sub-Saharan Africa,hf_score,7.17
2008,Zimbabwe,Sub-Saharan Africa,hf_score,5.2
2007,Albania,Eastern Europe,hf_score,7.95
2007,Algeria,Middle East & North Africa,hf_score,5.33
2007,Angola,Sub-Saharan Africa,hf_score,5.33
2007,Argentina,Latin America & the Caribbean,hf_score,7.66
2007,Armenia,Caucasus & Central Asia,hf_score,7.51
2007,Australia,Oceania,hf_score,8.96
2007,Austria,Western Europe,hf_score,8.74
2007,Azerbaijan,Caucasus & Central Asia,hf_score,5.73
2007,Bahamas,Latin America & the Caribbean,hf_score,8.15
2007,Bahrain,Middle East & North Africa,hf_score,6.51
2007,Bangladesh,South Asia,hf_score,5.99
2007,Barbados,Latin America & the Caribbean,hf_score,7.71
2007,Belgium,Western Europe,hf_score,8.57
2007,Belize,Latin America & the Caribbean,hf_score,7.92
2007,Benin,Sub-Saharan Africa,hf_score,6.98
2007,Bolivia,Latin America & the Caribbean,hf_score,7.5
2007,Bosnia and Herz.,Eastern Europe,hf_score,7.6
2007,Botswana,Sub-Saharan Africa,hf_score,7.62
2007,Brazil,Latin America & the Caribbean,hf_score,7.61
2007,Bulgaria,Eastern Europe,hf_score,8.08
2007,Burkina Faso,Sub-Saharan Africa,hf_score,7.03
2007,Burundi,Sub-Saharan Africa,hf_score,5.87
2007,Cameroon,Sub-Saharan Africa,hf_score,6.11
2007,Canada,North America,hf_score,8.89
2007,Central African Rep.,Sub-Saharan Africa,hf_score,5.77
2007,Chad,Sub-Saharan Africa,hf_score,5.42
2007,Chile,Latin America & the Caribbean,hf_score,8.59
2007,China,East Asia,hf_score,5.43
2007,Colombia,Latin America & the Caribbean,hf_score,6.6
2007,Dem. Rep. Congo,Sub-Saharan Africa,hf_score,5.33
2007,Congo,Sub-Saharan Africa,hf_score,5.51
2007,Costa Rica,Latin America & the Caribbean,hf_score,8.26
2007,Côte d'Ivoire,Sub-Saharan Africa,hf_score,6.31
2007,Croatia,Eastern Europe,hf_score,7.8
2007,Cyprus,Eastern Europe,hf_score,8.12
2007,Czechia,Eastern Europe,hf_score,8.57
2007,Denmark,Western Europe,hf_score,9.04
2007,Dominican Republic,Latin America & the Caribbean,hf_score,7.46
2007,Ecuador,Latin America & the Caribbean,hf_score,7.22
2007,Egypt,Middle East & North Africa,hf_score,5.5
2007,El Salvador,Latin America & the Caribbean,hf_score,7.74
2007,Estonia,Eastern Europe,hf_score,8.75
2007,Ethiopia,Sub-Saharan Africa,hf_score,5.2
2007,Fiji,Oceania,hf_score,6.88
2007,Finland,Western Europe,hf_score,8.93
2007,France,Western Europe,hf_score,8.65
2007,Gabon,Sub-Saharan Africa,hf_score,6.29
2007,Georgia,Caucasus & Central Asia,hf_score,7.73
2007,Germany,Western Europe,hf_score,8.62
2007,Ghana,Sub-Saharan Africa,hf_score,7.61
2007,Greece,Eastern Europe,hf_score,8.15
2007,Guatemala,Latin America & the Caribbean,hf_score,7.42
2007,Guinea-Bissau,Sub-Saharan Africa,hf_score,5.91
2007,Guyana,Latin America & the Caribbean,hf_score,7.33
2007,Haiti,Latin America & the Caribbean,hf_score,7.25
2007,Honduras,Latin America & the Caribbean,hf_score,7.28
2007,"Hong Kong SAR, China",East Asia,hf_score,8.97
2007,Hungary,Eastern Europe,hf_score,8.45
2007,Iceland,Western Europe,hf_score,8.95
2007,India,South Asia,hf_score,6.91
2007,Indonesia,South Asia,hf_score,7.16
2007,Iran,Middle East & North Africa,hf_score,4.95
2007,Ireland,Western Europe,hf_score,8.94
2007,Israel,Middle East & North Africa,hf_score,7.49
2007,Italy,Western Europe,hf_score,8.4
2007,Jamaica,Latin America & the Caribbean,hf_score,7.69
2007,Japan,East Asia,hf_score,8.64
2007,Jordan,Middle East & North Africa,hf_score,6.73
2007,Kazakhstan,Caucasus & Central Asia,hf_score,6.45
2007,Kenya,Sub-Saharan Africa,hf_score,7.05
2007,South Korea,East Asia,hf_score,8.38
2007,Kuwait,Middle East & North Africa,hf_score,6.5
2007,Kyrgyzstan,Caucasus & Central Asia,hf_score,6.65
2007,Latvia,Eastern Europe,hf_score,8.56
2007,Lesotho,Sub-Saharan Africa,hf_score,6.5
2007,Lithuania,Eastern Europe,hf_score,8.48
2007,Luxembourg,Western Europe,hf_score,8.79
2007,Madagascar,Sub-Saharan Africa,hf_score,7.01
2007,Malawi,Sub-Saharan Africa,hf_score,6.84
2007,Malaysia,South Asia,hf_score,6.41
2007,Mali,Sub-Saharan Africa,hf_score,6.53
2007,Malta,Western Europe,hf_score,8.58
2007,Mauritania,Sub-Saharan Africa,hf_score,5.91
2007,Mauritius,Sub-Saharan Africa,hf_score,8.21
2007,Mexico,Latin America & the Caribbean,hf_score,7.27
2007,Moldova,Eastern Europe,hf_score,6.95
2007,Mongolia,East Asia,hf_score,7.76
2007,Montenegro,Eastern Europe,hf_score,7.75
2007,Morocco,Middle East & North Africa,hf_score,5.94
2007,Mozambique,Sub-Saharan Africa,hf_score,6.38
2007,Myanmar,South Asia,hf_score,3.6
2007,Namibia,Sub-Saharan Africa,hf_score,7.43
2007,Nepal,South Asia,hf_score,6.94
2007,Netherlands,Western Europe,hf_score,8.79
2007,New Zealand,Oceania,hf_score,9.09
2007,Nicaragua,Latin America & the Caribbean,hf_score,7.41
2007,Niger,Sub-Saharan Africa,hf_score,6.15
2007,Nigeria,Sub-Saharan Africa,hf_score,6.32
2007,North Macedonia,Eastern Europe,hf_score,7.82
2007,Norway,Western Europe,hf_score,8.87
2007,Oman,Middle East & North Africa,hf_score,6.05
2007,Pakistan,South Asia,hf_score,5.4
2007,Panama,Latin America & the Caribbean,hf_score,7.87
2007,Papua New Guinea,Oceania,hf_score,7.64
2007,Paraguay,Latin America & the Caribbean,hf_score,7.35
2007,Peru,Latin America & the Caribbean,hf_score,7.61
2007,Philippines,South Asia,hf_score,7.23
2007,Poland,Eastern Europe,hf_score,8.21
2007,Portugal,Western Europe,hf_score,8.59
2007,Romania,Eastern Europe,hf_score,8.14
2007,Russia,Eastern Europe,hf_score,6.09
2007,Rwanda,Sub-Saharan Africa,hf_score,6.28
2007,Senegal,Sub-Saharan Africa,hf_score,6.68
2007,Serbia,Eastern Europe,hf_score,7.56
2007,Sierra Leone,Sub-Saharan Africa,hf_score,6.58
2007,Singapore,South Asia,hf_score,8
2007,Slovak Republic,Eastern Europe,hf_score,8.5
2007,Slovenia,Eastern Europe,hf_score,8.36
2007,South Africa,Sub-Saharan Africa,hf_score,7.45
2007,Spain,Western Europe,hf_score,8.58
2007,Sri Lanka,South Asia,hf_score,5.63
2007,Sweden,Western Europe,hf_score,8.85
2007,Switzerland,Western Europe,hf_score,9.19
2007,Syria,Middle East & North Africa,hf_score,4.78
2007,Taiwan,East Asia,hf_score,8.45
2007,Tanzania,Sub-Saharan Africa,hf_score,6.61
2007,Thailand,South Asia,hf_score,6.94
2007,Togo,Sub-Saharan Africa,hf_score,5.97
2007,Trinidad and Tobago,Latin America & the Caribbean,hf_score,7.66
2007,Tunisia,Middle East & North Africa,hf_score,5.26
2007,Turkey,Middle East & North Africa,hf_score,6.86
2007,Uganda,Sub-Saharan Africa,hf_score,6.49
2007,Ukraine,Eastern Europe,hf_score,7.07
2007,United Arab Emirates,Middle East & North Africa,hf_score,6.19
2007,United Kingdom,Western Europe,hf_score,8.94
2007,United States of America,North America,hf_score,8.92
2007,Uruguay,Latin America & the Caribbean,hf_score,8.42
2007,Venezuela,Latin America & the Caribbean,hf_score,5.28
2007,Vietnam,South Asia,hf_score,5.7
2007,Zambia,Sub-Saharan Africa,hf_score,7.14
2007,Zimbabwe,Sub-Saharan Africa,hf_score,4.77
2006,Albania,Eastern Europe,hf_score,7.86
2006,Algeria,Middle East & North Africa,hf_score,5.37
2006,Angola,Sub-Saharan Africa,hf_score,5.38
2006,Argentina,Latin America & the Caribbean,hf_score,7.58
2006,Armenia,Caucasus & Central Asia,hf_score,7.55
2006,Australia,Oceania,hf_score,8.94
2006,Austria,Western Europe,hf_score,8.74
2006,Azerbaijan,Caucasus & Central Asia,hf_score,5.82
2006,Bahamas,Latin America & the Caribbean,hf_score,8.21
2006,Bahrain,Middle East & North Africa,hf_score,6.48
2006,Bangladesh,South Asia,hf_score,6.15
2006,Barbados,Latin America & the Caribbean,hf_score,7.68
2006,Belgium,Western Europe,hf_score,8.56
2006,Belize,Latin America & the Caribbean,hf_score,7.95
2006,Benin,Sub-Saharan Africa,hf_score,7.02
2006,Bolivia,Latin America & the Caribbean,hf_score,7.61
2006,Bosnia and Herz.,Eastern Europe,hf_score,7.53
2006,Botswana,Sub-Saharan Africa,hf_score,7.59
2006,Brazil,Latin America & the Caribbean,hf_score,7.56
2006,Bulgaria,Eastern Europe,hf_score,8.06
2006,Burkina Faso,Sub-Saharan Africa,hf_score,6.92
2006,Burundi,Sub-Saharan Africa,hf_score,5.72
2006,Cameroon,Sub-Saharan Africa,hf_score,6.13
2006,Canada,North America,hf_score,8.89
2006,Central African Rep.,Sub-Saharan Africa,hf_score,5.57
2006,Chad,Sub-Saharan Africa,hf_score,5.54
2006,Chile,Latin America & the Caribbean,hf_score,8.57
2006,China,East Asia,hf_score,5.38
2006,Colombia,Latin America & the Caribbean,hf_score,6.53
2006,Dem. Rep. Congo,Sub-Saharan Africa,hf_score,5.45
2006,Congo,Sub-Saharan Africa,hf_score,5.64
2006,Costa Rica,Latin America & the Caribbean,hf_score,8.46
